Problem,Problem Type,Algorithm,Population Size,Constraints Number,Objectives Number,Archive Size,Mutation Type,Crossover Rate,Crossover Type,Number of Generations,Decision Variables Number,Reference Point,Execution Time,Hypervolume,Mutation Rate
BICOP2,Math,CMOEA/D-DMA,400,2,2,2,Polynomial,0.7880,SBX,500,30,[1.15146175 1.04827032],55.9946,0.631311,0.833071
BICOP2,Math,CMOEA/D-DMA,100,2,2,2,Polynomial,0.9114,SBX,500,30,[0.52991371 1.08259541],8.6821,0.754893,0.706865
BICOP2,Math,CMOEA/D-DMA,400,2,2,6,Polynomial,0.9285,SBX,100,30,[0.51115917 1.01753055],11.3158,0.644872,0.155085
BICOP2,Math,CMOEA/D-DMA,200,2,2,4,Polynomial,0.9641,SBX,50,30,[0.70557913 0.9672772 ],2.0605,0.816587,0.513254
BICOP2,Math,CMOEA/D-DMA,100,2,2,8,Polynomial,0.8320,SBX,300,30,[0.64319334 1.02715912],5.1115,0.672168,0.672470
BICOP2,Math,CMOEA/D-DMA,200,2,2,2,Polynomial,0.7865,SBX,1000,30,[0.73227075 1.12462588],39.8421,0.633136,0.676329
BICOP2,Math,CMOEA/D-DMA,500,2,2,2,Polynomial,0.9165,SBX,100,30,[0.56498397 1.03175438],15.3100,0.646356,0.232064
BICOP2,Math,CMOEA/D-DMA,100,2,2,8,Polynomial,0.7863,SBX,50,30,[0.51247652 0.98693731],0.7873,0.634743,0.103422
BICOP2,Math,CMOEA/D-DMA,100,2,2,4,Polynomial,0.9992,SBX,150,30,[0.55723881 1.06030437],2.6126,0.755691,0.608995
BICOP2,Math,CMOEA/D-DMA,200,2,2,4,Polynomial,0.9460,SBX,100,30,[0.51527721 1.06320268],3.8664,0.744446,0.357521
BICOP2,Math,CMOEA/D-DMA,500,2,2,1,Polynomial,0.7660,SBX,500,30,[0.53015699 1.11569955],76.2945,0.516420,0.861105
BICOP2,Math,CMOEA/D-DMA,400,2,2,2,Polynomial,0.7006,SBX,100,30,[0.55609563 1.05287588],10.7341,0.696779,0.582486
BICOP2,Math,CMOEA/D-DMA,400,2,2,4,Polynomial,0.7900,SBX,100,30,[0.6766933 1.029567 ],10.9383,0.710130,0.595164
BICOP2,Math,CMOEA/D-DMA,300,2,2,8,Polynomial,0.9637,SBX,500,30,[1.15208487 1.04810756],35.7034,0.629521,0.385639
BICOP2,Math,CMOEA/D-DMA,100,2,2,2,Polynomial,0.9022,SBX,50,30,[0.42317504 1.04518762],0.7788,0.685386,0.278348
BICOP2,Math,CMOEA/D-DMA,400,2,2,4,Polynomial,0.9102,SBX,500,30,[1.15649437 1.08860675],57.3899,0.621772,0.915408
BICOP2,Math,CMOEA/D-DMA,500,2,2,2,Polynomial,0.7501,SBX,300,30,[0.67182446 1.10076138],44.0784,0.633672,0.575324
BICOP2,Math,CMOEA/D-DMA,200,2,2,4,Polynomial,0.7640,SBX,1000,30,[0.67624032 1.09740107],42.8774,0.664083,0.958029
BICOP2,Math,CMOEA/D-DMA,200,2,2,1,Polynomial,0.9481,SBX,50,30,[0.37362346 1.13991793],2.2689,1.078820,0.876406
BICOP2,Math,CMOEA/D-DMA,400,2,2,8,Polynomial,0.7971,SBX,100,30,[0.6474802  1.11345144],11.2398,0.715930,0.860133
BICOP2,Math,CMOEA/D-DMA,200,2,2,2,Polynomial,0.9534,SBX,1000,30,[1.15737549 1.08785708],38.6525,0.619893,0.295891
BICOP2,Math,CMOEA/D-DMA,400,2,2,2,Polynomial,0.8954,SBX,150,30,[1.15936851 1.09148478],17.2032,0.613093,0.560712
BICOP2,Math,CMOEA/D-DMA,400,2,2,8,Polynomial,0.8761,SBX,150,30,[0.63955609 1.06484963],16.4492,0.678307,0.531052
BICOP2,Math,CMOEA/D-DMA,200,2,2,8,Polynomial,0.9610,SBX,1000,30,[1.15570061 1.0789811 ],43.9787,0.616663,0.879636
BICOP2,Math,CMOEA/D-DMA,100,2,2,4,Polynomial,0.9386,SBX,100,30,[0.35948459 1.08207632],1.7591,0.856451,0.685445
BICOP2,Math,CMOEA/D-DMA,300,2,2,8,Polynomial,0.7782,SBX,150,30,[1.43200956 1.00824072],10.7220,0.841224,0.738324
BICOP2,Math,CMOEA/D-DMA,400,2,2,8,Polynomial,0.9811,SBX,100,30,[0.46828708 1.08604496],11.3848,0.688614,0.742043
BICOP2,Math,CMOEA/D-DMA,300,2,2,1,Polynomial,0.8491,SBX,1000,30,[1.16383149 1.1335443 ],72.3411,0.607936,0.759314
BICOP2,Math,CMOEA/D-DMA,100,2,2,8,Polynomial,0.8930,SBX,300,30,[0.47536181 1.07797473],5.2235,0.774657,0.720020
BICOP2,Math,CMOEA/D-DMA,500,2,2,2,Polynomial,0.7607,SBX,1000,30,[0.60441729 1.07216317],145.2297,0.641392,0.145434
BICOP2,Math,CMOEA/D-DMA,300,2,2,8,Polynomial,0.7148,SBX,300,30,[1.15704289 1.09996575],22.8749,0.582383,0.884694
BICOP2,Math,CMOEA/D-DMA,200,2,2,1,Polynomial,0.9975,SBX,500,30,[0.52080218 1.05912163],18.4666,0.632467,0.161953
BICOP2,Math,CMOEA/D-DMA,300,2,2,8,Polynomial,0.7480,SBX,500,30,[1.16601412 1.1397141 ],34.2315,0.600913,0.329004
BICOP2,Math,CMOEA/D-DMA,100,2,2,6,Polynomial,0.7836,SBX,150,30,[0.44115049 1.01742906],2.2019,0.666098,0.057952
BICOP2,Math,CMOEA/D-DMA,500,2,2,2,Polynomial,0.7885,SBX,1000,30,[0.53043997 1.10234551],144.7452,0.616420,0.209015
BICOP2,Math,CMOEA/D-DMA,500,2,2,2,Polynomial,0.9849,SBX,1000,30,[0.38022029 1.07435505],156.9286,0.670746,0.043939
BICOP2,Math,CMOEA/D-DMA,500,2,2,8,Polynomial,0.8264,SBX,150,30,[1.15519416 1.08236157],23.9677,0.619495,0.649774
BICOP2,Math,CMOEA/D-DMA,300,2,2,6,Polynomial,0.7136,SBX,500,30,[0.48875197 1.12302609],35.0242,0.575615,0.715006
BICOP2,Math,CMOEA/D-DMA,100,2,2,2,Polynomial,0.9858,SBX,500,30,[0.55961094 1.05180697],8.9236,0.634348,0.754630
BICOP2,Math,CMOEA/D-DMA,100,2,2,2,Polynomial,0.7831,SBX,150,30,[0.57957626 1.13036972],2.7710,0.968678,0.947044
BICOP2,Math,CMOEA/D-DMA,400,2,2,1,Polynomial,0.9246,SBX,50,30,[0.47983668 0.97875696],5.6673,0.675329,0.044074
BICOP2,Math,CMOEA/D-DMA,200,2,2,8,Polynomial,0.9310,SBX,500,30,[0.51299053 1.10691848],19.6542,0.598050,0.435656
BICOP2,Math,CMOEA/D-DMA,300,2,2,4,Polynomial,0.9600,SBX,300,30,[1.14477244 0.9852137 ],21.0704,0.642229,0.143167
BICOP2,Math,CMOEA/D-DMA,400,2,2,4,Polynomial,0.7375,SBX,300,30,[1.15430281 1.06607719],32.0634,0.627565,0.296071
BICOP2,Math,CMOEA/D-DMA,200,2,2,4,Polynomial,0.7729,SBX,500,30,[0.84344514 1.06476254],18.5559,0.659089,0.357154
BICOP2,Math,CMOEA/D-DMA,500,2,2,1,Polynomial,0.7276,SBX,50,30,[0.74054532 1.03938959],8.2344,0.710193,0.661510
BICOP2,Math,CMOEA/D-DMA,400,2,2,4,Polynomial,0.7558,SBX,300,30,[0.49484431 1.05079654],31.5821,0.668392,0.182373
BICOP2,Math,CMOEA/D-DMA,500,2,2,1,Polynomial,0.8659,SBX,50,30,[0.48312464 1.03497475],8.0342,0.668634,0.243518
BICOP2,Math,CMOEA/D-DMA,400,2,2,1,Polynomial,0.8183,SBX,500,30,[0.49255151 1.08702425],50.1025,0.627199,0.267431
BICOP2,Math,CMOEA/D-DMA,200,2,2,2,Polynomial,0.9107,SBX,50,30,[0.47105377 1.06312859],2.1996,0.709460,0.851084
BICOP2,Math,CMOEA/D-DMA,300,2,2,4,Polynomial,0.8471,SBX,1000,30,[0.52731719 1.07416142],67.6913,0.623099,0.126624
BICOP2,Math,CMOEA/D-DMA,100,2,2,8,Polynomial,0.9356,SBX,500,30,[0.50298043 1.06782879],7.8821,0.692919,0.266856
BICOP2,Math,CMOEA/D-DMA,300,2,2,6,Polynomial,0.7380,SBX,150,30,[0.65458536 1.05889928],10.6888,0.654149,0.750241
BICOP2,Math,CMOEA/D-DMA,100,2,2,8,Polynomial,0.9413,SBX,100,30,[0.50224534 1.00410454],1.5810,0.674770,0.245281
BICOP2,Math,CMOEA/D-DMA,400,2,2,6,Polynomial,0.7266,SBX,1000,30,[1.1757556  1.18451698],109.5550,0.581130,0.816795
BICOP2,Math,CMOEA/D-DMA,400,2,2,6,Polynomial,0.9826,SBX,50,30,[0.36665098 1.0796552 ],5.7513,0.683235,0.453255
BICOP2,Math,CMOEA/D-DMA,100,2,2,1,Polynomial,0.9985,SBX,500,30,[1.15718098 1.08308068],8.4813,0.607178,0.566678
BICOP2,Math,CMOEA/D-DMA,500,2,2,1,Polynomial,0.9510,SBX,500,30,[0.82304722 1.1111766 ],77.1312,0.686727,0.859999
BICOP2,Math,CMOEA/D-DMA,200,2,2,8,Polynomial,0.9355,SBX,50,30,[0.5256179  0.99367561],2.0314,0.738185,0.219500
BICOP2,Math,CMOEA/D-DMA,500,2,2,1,Polynomial,0.9497,SBX,150,30,[0.6185908  1.03718132],22.4338,0.644770,0.395736
BICOP2,Math,CMOEA/D-DMA,400,2,2,4,Polynomial,0.8962,SBX,1000,30,[0.70208983 1.1076575 ],104.8382,0.608771,0.173876
BICOP2,Math,CMOEA/D-DMA,400,2,2,2,Polynomial,0.7399,SBX,1000,30,[1.16977878 1.15968091],106.0913,0.595840,0.556804
BICOP2,Math,CMOEA/D-DMA,200,2,2,4,Polynomial,0.8835,SBX,50,30,[0.62829268 0.96055966],1.9995,0.655645,0.157260
BICOP2,Math,CMOEA/D-DMA,100,2,2,4,Polynomial,0.7140,SBX,100,30,[0.48603462 1.04467362],1.6065,0.683511,0.534449
BICOP2,Math,CMOEA/D-DMA,300,2,2,8,Polynomial,0.9729,SBX,500,30,[0.48609118 1.11233158],35.3479,0.538451,0.410898
BICOP2,Math,CMOEA/D-DMA,200,2,2,4,Polynomial,0.9617,SBX,300,30,[0.43992982 1.09407444],12.0197,0.648122,0.569323
BICOP2,Math,CMOEA/D-DMA,400,2,2,6,Polynomial,0.9608,SBX,100,30,[0.5031229 1.0314531],11.2499,0.660912,0.200828
BICOP2,Math,CMOEA/D-DMA,300,2,2,2,Polynomial,0.8199,SBX,100,30,[0.53225376 0.96709127],7.0130,0.685140,0.041681
BICOP2,Math,CMOEA/D-DMA,300,2,2,2,Polynomial,0.8845,SBX,500,30,[1.15897611 1.11930362],35.2588,0.628076,0.515689
BNH,Math,CMOEA/D-DMA,100,2,2,1,Polynomial,0.9093,SBX,50,2,[61.87955184 42.70539029],0.5334,0.872473,0.191424
BNH,Math,CMOEA/D-DMA,500,2,2,4,Polynomial,0.8756,SBX,500,2,[208.15842649  52.33180904],58.4554,1.024143,0.871977
BNH,Math,CMOEA/D-DMA,200,2,2,8,Polynomial,0.8405,SBX,50,2,[141.94414981  49.62180097],1.6148,0.963841,0.846910
BNH,Math,CMOEA/D-DMA,100,2,2,1,Polynomial,0.9250,SBX,500,2,[159.61571536  49.47283306],4.6560,0.970638,0.865593
BNH,Math,CMOEA/D-DMA,300,2,2,4,Polynomial,0.9594,SBX,300,2,[189.68347832  47.73242955],14.4512,0.993691,0.058370
BNH,Math,CMOEA/D-DMA,500,2,2,2,Polynomial,0.8969,SBX,50,2,[189.92482067  52.15818707],8.5131,1.009983,0.854252
BNH,Math,CMOEA/D-DMA,500,2,2,8,Polynomial,0.9364,SBX,100,2,[203.54585384  52.45570873],13.9866,1.021599,0.505407
BNH,Math,CMOEA/D-DMA,300,2,2,1,Polynomial,0.7704,SBX,150,2,[158.55204128  50.6191958 ],7.8646,0.980423,0.474627
BNH,Math,CMOEA/D-DMA,100,2,2,1,Polynomial,0.7697,SBX,150,2,[176.23883147  45.83138473],1.3922,0.967931,0.160483
BNH,Math,CMOEA/D-DMA,200,2,2,4,Polynomial,0.7087,SBX,1000,2,[183.36577914  48.7100199 ],25.3365,0.990685,0.845026
BNH,Math,CMOEA/D-DMA,100,2,2,6,Polynomial,0.8575,SBX,1000,2,[157.08202281  43.86552555],9.3343,0.947200,0.643361
BNH,Math,CMOEA/D-DMA,200,2,2,1,Polynomial,0.7413,SBX,1000,2,[194.31657376  46.36321319],24.4564,0.991013,0.355546
BNH,Math,CMOEA/D-DMA,100,2,2,2,Polynomial,0.8481,SBX,100,2,[125.70466578  47.74705462],1.0186,0.938882,0.753398
BNH,Math,CMOEA/D-DMA,400,2,2,6,Polynomial,0.8892,SBX,500,2,[206.37069199  50.22988445],39.3774,1.015594,0.758070
BNH,Math,CMOEA/D-DMA,400,2,2,1,Polynomial,0.8783,SBX,1000,2,[210.08983347  49.73080908],76.6630,1.017003,0.626207
BNH,Math,CMOEA/D-DMA,200,2,2,1,Polynomial,0.7870,SBX,100,2,[123.69054603  47.33441946],2.7650,0.951905,0.218331
BNH,Math,CMOEA/D-DMA,300,2,2,1,Polynomial,0.9529,SBX,300,2,[208.06979316  48.32515235],14.8204,1.010204,0.771484
BNH,Math,CMOEA/D-DMA,300,2,2,6,Polynomial,0.8130,SBX,150,2,[184.98738321  52.10459191],7.8130,1.005221,0.385680
BNH,Math,CMOEA/D-DMA,300,2,2,4,Polynomial,0.8326,SBX,1000,2,[189.44691027  49.97798275],46.1549,1.000863,0.134426
BNH,Math,CMOEA/D-DMA,500,2,2,4,Polynomial,0.9100,SBX,100,2,[193.01480343  49.83368365],13.9133,1.004273,0.433699
BNH,Math,CMOEA/D-DMA,100,2,2,1,Polynomial,0.9701,SBX,100,2,[98.09794541 45.50983761],0.9843,0.913222,0.307992
BNH,Math,CMOEA/D-DMA,500,2,2,2,Polynomial,0.7970,SBX,100,2,[183.9381361   49.27792924],13.8830,0.995332,0.296295
BNH,Math,CMOEA/D-DMA,300,2,2,8,Polynomial,0.9840,SBX,500,2,[198.78860701  49.15566148],23.3537,1.005529,0.255059
BNH,Math,CMOEA/D-DMA,200,2,2,2,Polynomial,0.8660,SBX,100,2,[62.03703634 48.40138083],2.7648,0.900789,0.117623
BNH,Math,CMOEA/D-DMA,200,2,2,8,Polynomial,0.7940,SBX,100,2,[155.28414203  47.50434345],2.8428,0.965056,0.866350
BNH,Math,CMOEA/D-DMA,200,2,2,4,Polynomial,0.7215,SBX,50,2,[74.8858527  47.22957084],1.5949,0.905737,0.439338
BNH,Math,CMOEA/D-DMA,400,2,2,2,Polynomial,0.8819,SBX,1000,2,[214.80756755  50.2032294 ],76.3024,1.022140,0.653748
BNH,Math,CMOEA/D-DMA,100,2,2,4,Polynomial,0.9987,SBX,50,2,[132.34479252  41.08745579],0.5368,0.955279,0.418428
BNH,Math,CMOEA/D-DMA,200,2,2,6,Polynomial,0.7778,SBX,500,2,[200.71951112  50.82488602],12.3030,1.010273,0.271578
BNH,Math,CMOEA/D-DMA,400,2,2,1,Polynomial,0.9322,SBX,1000,2,[203.57528937  50.21360251],76.8396,1.013695,0.644742
BNH,Math,CMOEA/D-DMA,400,2,2,2,Polynomial,0.7289,SBX,150,2,[193.39905312  49.9678378 ],13.2070,1.003947,0.236363
BNH,Math,CMOEA/D-DMA,500,2,2,8,Polynomial,0.9675,SBX,100,2,[205.26672828  54.03768147],14.2732,1.027357,0.596288
BNH,Math,CMOEA/D-DMA,200,2,2,8,Polynomial,0.9027,SBX,100,2,[155.33438865  48.89330794],2.8113,0.969909,0.291826
BNH,Math,CMOEA/D-DMA,200,2,2,6,Polynomial,0.8299,SBX,300,2,[218.84660499  48.16394896],7.4880,1.015861,0.300115
BNH,Math,CMOEA/D-DMA,400,2,2,8,Polynomial,0.9197,SBX,500,2,[214.9018091   51.34890482],38.7747,1.025470,0.415894
BNH,Math,CMOEA/D-DMA,100,2,2,8,Polynomial,0.9887,SBX,100,2,[113.59123196  44.94324627],1.0185,0.918454,0.727277
BNH,Math,CMOEA/D-DMA,100,2,2,2,Polynomial,0.8677,SBX,300,2,[157.97759383  48.2329143 ],2.8567,0.962864,0.868441
BNH,Math,CMOEA/D-DMA,500,2,2,6,Polynomial,0.8192,SBX,1000,2,[214.6823586   49.19606366],111.3604,1.020056,0.138743
BNH,Math,CMOEA/D-DMA,500,2,2,8,Polynomial,0.7906,SBX,50,2,[164.96158488  54.18871714],8.2478,0.999130,0.972310
BNH,Math,CMOEA/D-DMA,500,2,2,1,Polynomial,0.8012,SBX,300,2,[213.7473069   52.07056603],35.9958,1.027642,0.835524
BNH,Math,CMOEA/D-DMA,200,2,2,8,Polynomial,0.8407,SBX,1000,2,[203.42038128  50.47987171],24.8860,1.011687,0.953453
BNH,Math,CMOEA/D-DMA,300,2,2,8,Polynomial,0.7577,SBX,50,2,[66.87261744 46.15712278],2.8098,0.883612,0.142582
BNH,Math,CMOEA/D-DMA,500,2,2,6,Polynomial,0.9092,SBX,50,2,[211.69480614  52.7561463 ],8.4222,1.027149,0.634713
BNH,Math,CMOEA/D-DMA,100,2,2,6,Polynomial,0.9732,SBX,300,2,[102.71177412  42.68518572],2.6893,0.899051,0.073554
BNH,Math,CMOEA/D-DMA,500,2,2,1,Polynomial,0.9567,SBX,500,2,[205.40734868  50.48926842],56.6710,1.016178,0.071504
BNH,Math,CMOEA/D-DMA,400,2,2,1,Polynomial,0.7155,SBX,50,2,[114.84340452  50.16941201],5.4973,0.950054,0.608656
BNH,Math,CMOEA/D-DMA,500,2,2,8,Polynomial,0.8301,SBX,50,2,[122.69732868  49.08333884],8.4133,0.951846,0.251638
BNH,Math,CMOEA/D-DMA,100,2,2,4,Polynomial,0.9539,SBX,150,2,[107.77397064  43.71583782],1.4289,0.911481,0.295198
BNH,Math,CMOEA/D-DMA,500,2,2,2,Polynomial,0.7555,SBX,50,2,[190.49097073  51.91549531],8.4468,1.008647,0.953544
BNH,Math,CMOEA/D-DMA,300,2,2,2,Polynomial,0.9565,SBX,300,2,[162.22879329  44.32901483],14.5011,0.958691,0.036264
BNH,Math,CMOEA/D-DMA,400,2,2,6,Polynomial,0.8255,SBX,300,2,[200.46423074  51.10402859],24.0900,1.013746,0.318219
BNH,Math,CMOEA/D-DMA,300,2,2,4,Polynomial,0.8481,SBX,150,2,[188.36442109  49.80836626],7.9422,1.000856,0.630574
BNH,Math,CMOEA/D-DMA,400,2,2,4,Polynomial,0.7024,SBX,500,2,[217.19253402  51.13056709],38.8617,1.026777,0.358481
BNH,Math,CMOEA/D-DMA,200,2,2,2,Polynomial,0.9503,SBX,500,2,[183.91936495  48.97550547],12.6659,0.991939,0.906441
BNH,Math,CMOEA/D-DMA,200,2,2,1,Polynomial,0.9549,SBX,500,2,[172.94173995  49.99601724],12.9791,0.987235,0.847339
BNH,Math,CMOEA/D-DMA,100,2,2,2,Polynomial,0.7514,SBX,50,2,[75.64157129 41.21475555],0.5484,0.869926,0.584967
BNH,Math,CMOEA/D-DMA,400,2,2,2,Polynomial,0.9677,SBX,150,2,[209.69556131  50.08258072],13.0253,1.017875,0.626709
BNH,Math,CMOEA/D-DMA,400,2,2,4,Polynomial,0.9998,SBX,150,2,[190.34862607  51.42408702],13.1668,1.007225,0.696258
BNH,Math,CMOEA/D-DMA,100,2,2,1,Polynomial,0.8014,SBX,1000,2,[158.55328577  48.62064941],9.1265,0.966298,0.740979
BNH,Math,CMOEA/D-DMA,500,2,2,1,Polynomial,0.9079,SBX,50,2,[167.55328534  49.84703173],8.4746,0.985089,0.828239
BNH,Math,CMOEA/D-DMA,300,2,2,6,Polynomial,0.7248,SBX,1000,2,[200.16414304  52.15787496],47.7502,1.016429,0.768023
BNH,Math,CMOEA/D-DMA,100,2,2,1,Polynomial,0.9260,SBX,300,2,[173.4468228   43.03317318],2.8614,0.954531,0.865031
BNH,Math,CMOEA/D-DMA,200,2,2,4,Polynomial,0.7090,SBX,300,2,[58.02815537 43.29670554],7.2762,0.934227,0.002399
BNH,Math,CMOEA/D-DMA,200,2,2,1,Polynomial,0.7940,SBX,1000,2,[201.29070411  46.78069364],24.4936,0.997429,0.478666
BNH,Math,CMOEA/D-DMA,300,2,2,2,Polynomial,0.8086,SBX,100,2,[180.07468137  51.34322913],5.5688,0.999911,0.726458
BNH,Math,CMOEA/D-DMA,100,2,2,8,Polynomial,0.7481,SBX,150,2,[126.97924011  45.48994185],1.4910,0.931414,0.961875
BNH,Math,CMOEA/D-DMA,500,2,2,2,Polynomial,0.8634,SBX,100,2,[136.55185489  37.24027155],13.6535,0.922916,0.004065
BNH,Math,CMOEA/D-DMA,100,2,2,8,Polynomial,0.9667,SBX,1000,2,[117.96658504  45.46421146],8.6671,0.954201,0.037361
BNH,Math,CMOEA/D-DMA,500,2,2,2,Polynomial,0.9096,SBX,50,2,[115.89457747  51.03057661],8.4659,0.955948,0.449611
BNH,Math,CMOEA/D-DMA,400,2,2,8,Polynomial,0.8853,SBX,100,2,[198.57011544  50.1902228 ],9.3711,1.009476,0.776201
BNH,Math,CMOEA/D-DMA,100,2,2,4,Polynomial,0.7445,SBX,300,2,[163.11323652  47.27799721],2.7555,0.965655,0.544814
BNH,Math,CMOEA/D-DMA,200,2,2,6,Polynomial,0.7426,SBX,500,2,[180.12929695  48.30848707],12.7160,0.987765,0.899699
BNH,Math,CMOEA/D-DMA,200,2,2,6,Polynomial,0.9710,SBX,300,2,[160.03279112  45.00250153],7.5424,0.958774,0.200761
BNH,Math,CMOEA/D-DMA,100,2,2,8,Polynomial,0.9886,SBX,1000,2,[170.34766741  48.24958468],9.4001,0.972441,0.814658
BNH,Math,CMOEA/D-DMA,100,2,2,2,Polynomial,0.9178,SBX,500,2,[142.28525011  42.90420007],4.7932,0.933915,0.855516
BNH,Math,CMOEA/D-DMA,400,2,2,2,Polynomial,0.8624,SBX,50,2,[176.83563621  46.87644196],5.4876,0.987185,0.240304
BNH,Math,CMOEA/D-DMA,100,2,2,8,Polynomial,0.7542,SBX,150,2,[114.85060339  47.0995973 ],1.4195,0.933658,0.407928
BNH,Math,CMOEA/D-DMA,400,2,2,4,Polynomial,0.8402,SBX,50,2,[210.10500402  53.51376507],5.5111,1.029698,0.700377
BNH,Math,CMOEA/D-DMA,400,2,2,2,Polynomial,0.7728,SBX,1000,2,[209.31499611  52.28496394],76.8945,1.024309,0.790010
BNH,Math,CMOEA/D-DMA,400,2,2,1,Polynomial,0.7781,SBX,300,2,[210.61149156  51.51007801],24.3990,1.022831,0.807485
BNH,Math,CMOEA/D-DMA,100,2,2,8,Polynomial,0.8773,SBX,150,2,[92.64610311 45.35557947],1.4127,0.903250,0.351876
BNH,Math,CMOEA/D-DMA,300,2,2,6,Polynomial,0.8646,SBX,500,2,[207.57611946  51.91877321],23.7610,1.020546,0.390028
BNH,Math,CMOEA/D-DMA,200,2,2,8,Polynomial,0.9745,SBX,300,2,[143.02914854  49.52847555],7.5700,0.964786,0.189797
BNH,Math,CMOEA/D-DMA,100,2,2,1,Polynomial,0.7108,SBX,100,2,[115.72529423  47.71041036],1.0212,0.939761,0.863617
BNH,Math,CMOEA/D-DMA,100,2,2,4,Polynomial,0.8326,SBX,50,2,[121.91074128  45.51944204],0.5547,0.929408,0.813683
BNH,Math,CMOEA/D-DMA,100,2,2,1,Polynomial,0.9964,SBX,150,2,[111.13515168  46.69393279],1.4348,0.950520,0.379314
BNH,Math,CMOEA/D-DMA,200,2,2,8,Polynomial,0.9621,SBX,150,2,[180.76457304  50.72951124],4.0506,0.998776,0.723361
BNH,Math,CMOEA/D-DMA,400,2,2,4,Polynomial,0.8167,SBX,50,2,[124.15964934  49.24550206],5.3084,0.949315,0.284467
BNH,Math,CMOEA/D-DMA,200,2,2,2,Polynomial,0.7230,SBX,150,2,[170.91330668  47.45659391],3.9292,0.974939,0.182049
BNH,Math,CMOEA/D-DMA,300,2,2,2,Polynomial,0.8632,SBX,500,2,[202.10224166  51.09299879],24.2708,1.015342,0.910642
BNH,Math,CMOEA/D-DMA,400,2,2,4,Polynomial,0.7782,SBX,50,2,[192.24126622  51.25884307],5.3595,1.007401,0.764851
BNH,Math,CMOEA/D-DMA,400,2,2,1,Polynomial,0.8751,SBX,50,2,[173.76155613  53.91124296],5.5515,1.004096,0.965303
BNH,Math,CMOEA/D-DMA,300,2,2,8,Polynomial,0.8622,SBX,100,2,[191.89396342  53.56109955],5.6076,1.014638,0.455050
BNH,Math,CMOEA/D-DMA,400,2,2,4,Polynomial,0.8129,SBX,50,2,[71.12779949 47.2289431 ],4.8757,0.902225,0.137556
BNH,Math,CMOEA/D-DMA,500,2,2,1,Polynomial,0.9665,SBX,300,2,[214.20268822  51.26761303],35.7068,1.026121,0.184244
BNH,Math,CMOEA/D-DMA,200,2,2,8,Polynomial,0.9665,SBX,50,2,[123.56341587  53.9522022 ],1.6092,0.987916,0.513309
BNH,Math,CMOEA/D-DMA,100,2,2,6,Polynomial,0.7042,SBX,300,2,[140.51086473  46.16639038],2.8390,0.944584,0.805267
BNH,Math,CMOEA/D-DMA,100,2,2,1,Polynomial,0.8355,SBX,100,2,[114.41892492  37.96292879],0.9555,0.922231,0.081011
BNH,Math,CMOEA/D-DMA,400,2,2,4,Polynomial,0.7612,SBX,1000,2,[213.86126744  51.33584336],76.3653,1.024756,0.379858
BNH,Math,CMOEA/D-DMA,100,2,2,8,Polynomial,0.9801,SBX,50,2,[109.14096598  43.05622139],0.5542,0.907603,0.993622
TRICOP,Math,CMOEA/D-DMA,100,3,3,2,Polynomial,0.7180,SBX,500,2,[  7.54149456 -11.94096285  20.5080703 ],5.8497,1.109522,0.663177
TRICOP,Math,CMOEA/D-DMA,100,3,3,1,Polynomial,0.9031,SBX,100,2,[  6.78195738 -12.24504537  20.94706176],1.2576,1.039510,0.835377
TRICOP,Math,CMOEA/D-DMA,400,3,3,4,Polynomial,0.7588,SBX,1000,2,[  8.05582507 -11.88190357  22.83274708],111.3788,1.158734,0.416371
TRICOP,Math,CMOEA/D-DMA,100,3,3,1,Polynomial,0.8039,SBX,300,2,[  7.44882124 -12.12156568  18.29259157],3.3609,1.051133,0.079224
TRICOP,Math,CMOEA/D-DMA,300,3,3,1,Polynomial,0.9010,SBX,100,2,[  7.70583408 -12.09320405  22.57549639],7.2300,1.139035,0.397781
TRICOP,Math,CMOEA/D-DMA,400,3,3,6,Polynomial,0.9126,SBX,150,2,[  7.9556561  -12.02816661  21.96689864],18.1314,1.149978,0.187944
TRICOP,Math,CMOEA/D-DMA,300,3,3,8,Polynomial,0.9841,SBX,50,2,[  6.44394283 -12.18092709  22.75116623],3.9238,1.085556,0.065203
TRICOP,Math,CMOEA/D-DMA,500,3,3,2,Polynomial,0.9832,SBX,1000,2,[  7.96683118 -11.92513446  22.84141407],167.8105,1.157456,0.585781
TRICOP,Math,CMOEA/D-DMA,100,3,3,6,Polynomial,0.8727,SBX,500,2,[  7.7053688  -12.0053013   18.83790643],6.1459,1.068770,0.812518
TRICOP,Math,CMOEA/D-DMA,500,3,3,1,Polynomial,0.9018,SBX,150,2,[  7.95331055 -11.89709564  20.49488228],26.1926,1.131465,0.304132
TRICOP,Math,CMOEA/D-DMA,200,3,3,4,Polynomial,0.8814,SBX,100,2,[  7.92756593 -12.08558103  18.20303167],3.6510,1.086897,0.228077
TRICOP,Math,CMOEA/D-DMA,300,3,3,4,Polynomial,0.9794,SBX,100,2,[  7.49382411 -12.04083437  20.51529479],7.7749,1.114699,0.351287
TRICOP,Math,CMOEA/D-DMA,100,3,3,4,Polynomial,0.7451,SBX,100,2,[  7.50657406 -12.18239571  18.01848083],1.3103,1.079677,0.888528
TRICOP,Math,CMOEA/D-DMA,500,3,3,8,Polynomial,0.8919,SBX,500,2,[  7.97666036 -11.91907379  22.00265454],90.7927,1.157416,0.699569
